,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
5923,21,non,aucun,non,500,célibataire,,0.14,1725235200.0,800.0,10000.0,8605.413583240286,25.679012345679016
5924,66,non,bac,oui,2596,marié,0.0,0.96,1633737600.0,707.0,,2412.0849145242028,26.774971375342044
5925,25,non,master,non,2105,,5.0,0.64,1706054400.0,,,500.0,20.60760084408733
5926,40,oui,doctorat,non,2837,veuf,0.0,0.69,1648425600.0,,,41697.98890849063,22.38280551195543
5927,49,non,master,oui,2369,célibataire,,0.24,1693440000.0,805.0,,13344.21770623247,30.906478666176618
5928,73,oui,doctorat,non,934,,2.0,0.77,1600300800.0,840.0,,42788.355371982485,19.72549082647462
5929,47,non,bac+2,non,742,veuf,,0.89,1686096000.0,743.0,887.26,500.0,28.3663742434515
5930,36,non,aucun,non,1521,marié,,0.89,1733961600.0,,5000.0,500.0,21.43525588617911
5931,31,oui,aucun,oui,2071,divorcé,,0.1,1609804800.0,,,500.0,24.829084457611412
5932,74,non,doctorat,non,2071,divorcé,,0.59,1662854400.0,317.0,829.45,1161.233106564655,24.71395073097393
5933,26,non,bac,non,4474,,,0.39,1685750400.0,,,500.0,16.95894626186117
5934,49,oui,doctorat,oui,3715,divorcé,,0.77,1632528000.0,637.0,5000.0,40090.18409231895,19.18067380786981
5935,74,oui,bac,oui,2004,veuf,4.0,0.91,1635897600.0,749.0,10000.0,26095.912392249877,24.2224879334502
5936,43,non,doctorat,non,2638,marié,0.0,0.89,1737936000.0,344.0,,8261.058948918742,18.922403497984153
5937,60,non,aucun,non,1726,veuf,,0.65,1664150400.0,833.0,5000.0,2813.0302945115614,23.3167205929283
5938,61,non,doctorat,non,500,célibataire,,0.18,1621814400.0,,5000.0,18983.248913350708,23.312363497950855
5939,50,non,bac,oui,2158,veuf,,0.58,1597536000.0,458.0,889.42,500.0,31.84852071005917
5940,28,oui,master,non,500,veuf,,0.83,1728432000.0,,10000.0,500.0,25.20018613616938
5941,68,non,bac,non,2322,divorcé,5.0,0.89,1747958400.0,654.0,,500.0,20.944086573747768
5942,63,non,doctorat,non,642,,4.0,0.03,1727395200.0,373.0,5000.0,8366.437906215016,22.85986993673453
5943,61,oui,doctorat,oui,3197,,0.0,0.17,1729987200.0,,10000.0,500.0,27.431175592936206
5944,25,non,aucun,oui,2062,,,0.86,1622073600.0,509.0,5000.0,4069.0319316925415,17.84997416731827
5945,63,non,master,oui,1183,,2.0,0.24,1732320000.0,803.0,5000.0,500.0,24.531384426633217
5946,51,non,master,non,968,célibataire,,0.48,1697414400.0,305.0,5000.0,500.0,20.936579670295316
5947,18,non,bac,non,2032,veuf,,0.87,1714608000.0,474.0,,7779.372461683477,23.937821034151924
5948,68,non,bac+2,non,4115,célibataire,3.0,0.74,1708387200.0,,10000.0,500.0,17.92072327338647
5949,42,oui,bac,oui,2603,veuf,,0.31,1612310400.0,,,500.0,18.66946434080833
5950,37,oui,bac,non,3049,célibataire,2.0,0.94,1685404800.0,,5000.0,20588.950730244484,14.62299731588556
5951,49,non,master,non,2714,divorcé,,0.38,1706054400.0,,,27928.366525262503,16.926268387635165
5952,74,non,bac,non,2361,célibataire,,0.52,1728432000.0,,982.59,500.0,24.787791473834105
5953,49,oui,bac,oui,639,marié,4.0,0.58,1594512000.0,494.0,10000.0,500.0,27.612933402307412
5954,29,non,bac,non,1444,marié,,0.09,1665705600.0,,5000.0,500.0,22.865716967258688
5955,32,non,bac,oui,4835,,3.0,0.65,1640044800.0,757.0,5000.0,19491.72518887143,32.327543594401035
5956,32,non,bac,non,4787,marié,,0.99,1736553600.0,,47.69,500.0,33.48493635725405
5957,56,oui,bac+2,non,1171,marié,5.0,0.58,1734566400.0,493.0,10000.0,500.0,20.556034345175398
5958,33,oui,bac,oui,500,,5.0,0.53,1669507200.0,359.0,5000.0,500.0,22.12095293977059
5959,52,non,bac,oui,500,veuf,,0.41,1657065600.0,342.0,,500.0,21.355105448482988
5960,63,oui,doctorat,non,500,veuf,1.0,0.12,1585699200.0,447.0,798.87,500.0,22.948320382498615
5961,43,non,bac+2,oui,500,veuf,3.0,0.14,1745798400.0,751.0,465.08,500.0,19.35732922461612
5962,41,non,master,oui,2387,divorcé,5.0,0.14,1702080000.0,,5000.0,500.0,26.588517660886534
5963,59,oui,aucun,oui,3612,divorcé,4.0,0.88,1719187200.0,,610.11,2038.298130474904,29.064262267485905
5964,31,non,bac+2,oui,2491,,,0.0,1578009600.0,844.0,,500.0,20.44610893246461
5965,22,non,master,oui,1638,marié,3.0,0.4,1693958400.0,412.0,10000.0,500.0,22.611651247621356
5966,75,oui,doctorat,non,3208,,,0.8,1680048000.0,563.0,5000.0,500.0,24.64570846174379
5967,46,oui,bac,non,1392,veuf,1.0,0.29,1641513600.0,,5000.0,16815.448216605746,23.754403477091728
5968,73,non,bac,non,1298,veuf,,0.29,1622160000.0,,10000.0,500.0,23.771344937561096
5969,67,oui,bac+2,non,1888,marié,,0.5,1660435200.0,508.0,,13294.260981358932,28.54978837157496
5970,36,oui,aucun,non,1466,,3.0,0.11,1718150400.0,,10000.0,500.0,14.09167846078886
5971,38,oui,doctorat,non,671,veuf,3.0,0.51,1722038400.0,497.0,,500.0,27.96246420486826
5972,34,oui,master,oui,2129,marié,,0.91,1675468800.0,,,500.0,28.011398104507197
5973,48,non,bac+2,non,1394,célibataire,,0.99,1634256000.0,,,9692.561243565257,31.03515406237166
5974,57,oui,doctorat,oui,2612,,,0.92,1673395200.0,,639.78,17644.62400485203,21.00753504415511
5975,39,non,aucun,oui,3040,marié,,0.84,1671667200.0,434.0,5000.0,5306.134141665175,25.67385472404525
5976,21,oui,master,non,936,divorcé,,0.78,1680998400.0,522.0,994.16,4524.105086809946,17.959183673469386
5977,35,oui,master,oui,2156,,,0.88,1622937600.0,,,500.0,20.446612872959278
5978,50,non,bac+2,oui,2255,célibataire,,0.33,1642118400.0,794.0,5000.0,500.0,28.403402011391957
5979,47,non,aucun,non,2565,,,0.33,1729209600.0,,5000.0,9025.390594245517,27.19073410907189
5980,65,non,master,oui,2327,veuf,1.0,0.01,1604966400.0,,,12858.52197004949,35.378778754666975
5981,29,non,doctorat,oui,2939,veuf,3.0,0.32,1697068800.0,,,500.0,19.016487082220504
5982,74,non,master,non,3165,divorcé,,0.27,1734652800.0,,10000.0,20221.79491134157,29.940109012152313
5983,60,non,master,non,2997,marié,3.0,0.92,1591488000.0,,10000.0,500.0,27.195719868697857
5984,21,non,master,oui,3053,,0.0,0.85,1611619200.0,,10000.0,4796.899066228982,27.187499999999993
5985,48,non,bac+2,oui,2026,marié,4.0,0.12,1578873600.0,457.0,10000.0,500.0,30.633494547339964
5986,36,non,bac+2,non,3417,célibataire,3.0,0.39,1608595200.0,437.0,5000.0,19703.293568505447,17.901097979821582
5987,62,oui,doctorat,non,2814,veuf,,0.39,1728086400.0,423.0,10000.0,32821.73256253941,24.700214335291403
5988,30,non,master,non,4438,divorcé,,0.73,1631145600.0,,10000.0,6169.5309846736345,24.437065915899815
5989,44,oui,doctorat,oui,5090,célibataire,0.0,0.28,1702512000.0,430.0,,51423.92979502919,19.46492875211056
5990,57,non,bac,non,2242,célibataire,,0.15,1710460800.0,700.0,5000.0,500.0,27.965657875411146
5991,44,non,bac+2,non,2545,,5.0,0.79,1717372800.0,,,6057.387232344429,15.3496749941264
5992,49,oui,master,oui,3646,,4.0,0.97,1687219200.0,329.0,10000.0,19866.894499053426,19.719888807726647
5993,73,non,master,non,1973,,4.0,0.2,1671926400.0,410.0,866.57,500.0,32.026770841553834
5994,53,oui,bac,non,2333,veuf,,0.96,1674000000.0,,10000.0,500.0,22.560553633217996
5995,59,oui,aucun,oui,2428,divorcé,,0.2,1577923200.0,,810.99,3388.2082164513604,29.68573893839231
5996,35,oui,bac,non,3970,,,0.13,1713225600.0,,5000.0,2350.2266923312736,36.258800959572774
5997,71,oui,doctorat,non,2208,veuf,,0.66,1582070400.0,530.0,5000.0,500.0,18.452841153792267
5998,28,oui,bac,oui,1538,divorcé,,0.37,1691452800.0,606.0,,7047.944144626625,16.28237965436107
5999,54,oui,doctorat,oui,500,divorcé,1.0,0.22,1647648000.0,472.0,,500.0,22.877133675966235
6000,74,non,aucun,oui,4088,divorcé,,0.41,1686614400.0,,602.17,500.0,30.58776367102105
6001,28,non,bac,oui,2766,célibataire,5.0,0.71,1619568000.0,,,3035.051764185313,27.21844047225476
6002,19,non,bac+2,oui,2359,,,0.38,1688256000.0,834.0,,20853.577394109016,37.53238835543362
6003,37,oui,master,oui,3921,marié,,0.16,1720656000.0,792.0,,10478.292813837164,28.549217416847693
6004,63,non,bac+2,non,2831,,,0.15,1696723200.0,538.0,5000.0,500.0,29.266389177939647
6005,46,oui,bac+2,oui,3812,,1.0,0.66,1743206400.0,829.0,10000.0,8390.536985221483,31.177666307997992
6006,37,oui,doctorat,oui,560,célibataire,4.0,0.8,1627603200.0,,646.87,9367.900826093632,25.911201434338707
6007,52,non,master,non,925,divorcé,2.0,0.29,1716595200.0,,,848.7049954075766,25.170599774016285
6008,31,non,doctorat,oui,4415,marié,3.0,0.62,1698537600.0,,5000.0,39666.71034230488,31.9026391404701
6009,52,non,aucun,oui,2503,célibataire,,0.85,1665360000.0,,10000.0,500.0,24.601254663987863
6010,19,non,doctorat,oui,2989,divorcé,,0.56,1594166400.0,754.0,5000.0,500.0,14.106562474773792
6011,25,non,bac,oui,1291,célibataire,4.0,0.53,1647388800.0,503.0,10000.0,500.0,22.700185333489003
6012,53,non,bac+2,non,2823,marié,3.0,0.04,1685923200.0,539.0,5000.0,500.0,19.73144315486658
6013,60,non,doctorat,oui,1184,marié,0.0,0.4,1679270400.0,,10000.0,500.0,26.087286417675838
6014,45,oui,bac,oui,3917,,,0.84,1647907200.0,459.0,,14076.173269070618,40.010847385291115
6015,64,non,master,non,500,marié,,0.3,1699401600.0,570.0,656.22,500.0,22.61518425804928
6016,46,non,aucun,non,3212,,,0.63,1659398400.0,767.0,459.52,500.0,18.843462482593438
6017,33,oui,doctorat,oui,4387,marié,,0.37,1592697600.0,724.0,10000.0,4293.426620423396,25.17939444255794
6018,65,non,doctorat,oui,2081,marié,,0.96,1666137600.0,,,500.0,18.268632870830555
6019,67,non,doctorat,non,3284,célibataire,2.0,0.21,1686009600.0,311.0,10000.0,500.0,24.50298781034224
6020,61,oui,aucun,non,2402,marié,,0.3,1717200000.0,362.0,707.81,500.0,30.966553287981867
6021,74,oui,bac,non,857,divorcé,,0.82,1638403200.0,,10000.0,500.0,31.276422928591046
6022,36,non,bac,non,4852,veuf,,0.67,1584921600.0,,936.51,500.0,22.882682273625953
6023,69,non,doctorat,oui,833,,,0.44,1687910400.0,440.0,10000.0,1612.5917393866432,27.862236616946117
6024,26,oui,doctorat,oui,6101,marié,,0.07,1656115200.0,,,6510.214207868768,16.010876071729978
6025,26,oui,doctorat,oui,2158,,0.0,0.86,1677542400.0,,,39221.338196232326,12.513792964853913
6026,31,oui,master,non,3433,célibataire,,0.31,1632441600.0,437.0,,23210.02589057792,34.471563306727376
6027,74,non,doctorat,oui,3339,divorcé,,0.13,1653177600.0,763.0,5000.0,500.0,31.23698458975427
6028,45,non,bac+2,non,3945,veuf,2.0,0.14,1712016000.0,,,500.0,20.398076543706008
6029,51,non,doctorat,oui,5371,,,0.87,1651104000.0,387.0,10000.0,4326.463128449141,17.895027131737116
6030,18,oui,aucun,oui,1564,divorcé,,0.51,1592611200.0,491.0,,500.0,33.76825310978908
6031,25,oui,bac+2,oui,3379,,,0.32,1689552000.0,682.0,10000.0,18809.379655072487,20.36469496357724
6032,70,oui,master,non,2589,,,0.06,1727740800.0,741.0,10000.0,19267.13578868381,24.743002678842426
6033,60,oui,doctorat,non,2513,divorcé,3.0,0.84,1664236800.0,378.0,10000.0,40074.08714577318,25.038995777411653
6034,55,non,master,oui,5023,divorcé,,0.81,1694908800.0,,10000.0,16756.417768207997,20.218663588284247
6035,45,oui,aucun,non,840,marié,,0.6,1595376000.0,,10000.0,500.0,29.277001611935052
6036,72,oui,doctorat,non,3892,,1.0,0.66,1676073600.0,759.0,603.06,7959.739663531537,26.07253932272161
6037,29,oui,bac+2,oui,2914,veuf,1.0,0.15,1638576000.0,378.0,768.93,500.0,27.47249422411988
6038,18,oui,aucun,oui,4051,célibataire,,0.25,1652745600.0,733.0,,8705.003871552051,26.571589416400826
6039,54,non,master,oui,2611,veuf,0.0,0.97,1607126400.0,459.0,,500.0,28.256875985537242
6040,32,non,bac,oui,1367,marié,3.0,0.82,1649894400.0,,1293.19,500.0,16.047370140015072
6041,64,non,doctorat,oui,3637,divorcé,,0.21,1603929600.0,,687.05,18557.699048985865,25.906198396609508
6042,59,oui,master,oui,2013,veuf,0.0,0.98,1731628800.0,,1061.52,500.0,15.773253415516027
6043,29,non,bac,oui,935,,0.0,0.74,1721260800.0,,10000.0,500.0,27.525313217923948
6044,46,non,doctorat,non,1596,veuf,,0.14,1668643200.0,401.0,,5070.970977215118,22.77240883217615
6045,42,non,master,oui,3938,marié,,0.16,1624406400.0,,10000.0,7717.248231069389,19.852457431965224
6046,48,non,doctorat,oui,2987,,,0.22,1715817600.0,777.0,,500.0,22.750165976053662
6047,54,non,bac+2,oui,2013,célibataire,,0.63,1731628800.0,719.0,,500.0,24.35237892301604
6048,62,non,bac,oui,4164,,,0.88,1652313600.0,659.0,810.31,22775.467024280213,13.487363901369498
6049,19,non,bac,oui,2329,veuf,,0.18,1581724800.0,,769.93,1070.0324320604102,18.9943643273636
6050,30,non,bac,non,2551,veuf,,0.48,1672790400.0,742.0,10000.0,500.0,18.084099513250408
6051,50,non,aucun,non,2679,célibataire,,0.6,1735689600.0,735.0,,500.0,16.544152096100145
6052,60,oui,bac,oui,2552,marié,5.0,0.47,1599264000.0,,10000.0,10652.76539871322,23.755479425790785
6053,69,oui,bac+2,non,2085,célibataire,,0.27,1737590400.0,,,500.0,24.799138930173346
6054,56,oui,bac,non,1846,divorcé,2.0,0.99,1663891200.0,,10000.0,500.0,20.869382794377582
6055,47,oui,aucun,non,4034,divorcé,,0.92,1647302400.0,733.0,10000.0,28787.03160676183,16.721465883875734
6056,24,non,aucun,non,2274,,,0.85,1603670400.0,561.0,,24292.8483498388,13.484259540113626
6057,56,oui,bac,non,1897,veuf,,0.14,1604275200.0,,5000.0,9461.786729506335,26.824281840817992
6058,75,oui,master,oui,936,,2.0,0.35,1696032000.0,,10000.0,500.0,28.87296758179575
6059,75,non,doctorat,oui,3035,,5.0,0.27,1718668800.0,,,11566.288528523724,24.612733391557867
6060,39,oui,bac,oui,2428,marié,3.0,0.57,1667433600.0,,,500.0,33.18593046371049
6061,33,non,doctorat,oui,3483,veuf,,0.07,1680652800.0,698.0,10000.0,500.0,23.006126320925688
6062,47,oui,bac+2,non,1780,marié,5.0,0.06,1702598400.0,796.0,10000.0,10977.536085614744,18.284322121687183
6063,50,oui,master,oui,3073,veuf,1.0,0.26,1670025600.0,,5000.0,500.0,27.0484862948059
6064,75,oui,bac,oui,5058,veuf,,0.07,1714694400.0,387.0,5000.0,9901.41374361509,28.05741630781764
6065,70,oui,aucun,non,1929,,0.0,0.48,1623974400.0,350.0,,500.0,24.373278762050536
6066,46,oui,master,oui,3676,marié,,0.92,1651363200.0,455.0,656.05,8688.284229999716,22.6202011427044
6067,44,oui,doctorat,oui,1331,célibataire,,0.79,1704931200.0,,5000.0,22842.299030379723,22.570827156185153
6068,45,oui,bac+2,non,500,veuf,0.0,0.57,1608163200.0,,10000.0,500.0,22.48904001523779
6069,37,non,doctorat,oui,3183,veuf,,0.4,1730160000.0,,10000.0,3229.949920183371,19.761151068407138
6070,57,non,bac,non,2206,veuf,0.0,0.71,1734048000.0,573.0,5000.0,500.0,26.480421948887564
6071,64,non,bac+2,oui,2568,,5.0,0.1,1686700800.0,680.0,946.12,4194.560693000247,30.746454295685744
6072,71,oui,bac+2,oui,2632,marié,3.0,0.12,1645401600.0,,,500.0,23.868066926593027
6073,26,non,bac+2,non,2814,veuf,3.0,0.08,1624492800.0,776.0,,23604.796270821767,23.22255259889345
6074,41,non,bac+2,oui,877,marié,5.0,0.68,1654646400.0,622.0,,500.0,25.58478658223118
6075,37,oui,aucun,non,3479,marié,5.0,0.09,1609977600.0,,10000.0,5062.118863565679,19.44767911329463
6076,70,oui,master,oui,2511,célibataire,,0.64,1665792000.0,,5000.0,500.0,40.46409811132254
6077,46,non,bac+2,non,2447,marié,0.0,0.03,1593993600.0,,758.19,500.0,19.284101992089354
6078,41,non,bac,non,1111,,,0.25,1689206400.0,309.0,,500.0,36.77129465633572
6079,35,non,bac+2,non,1752,célibataire,,0.71,1692057600.0,,10000.0,9935.116004758258,20.61172799218537
6080,62,non,aucun,non,1754,,4.0,0.31,1638576000.0,,,2992.457005295555,23.434489818217365
6081,65,oui,master,non,1130,,3.0,0.89,1747008000.0,742.0,5000.0,13493.676319948549,24.084984631397365
6082,55,oui,bac+2,non,3722,veuf,,0.45,1704672000.0,,609.62,24829.37615964829,34.265489649082475
6083,50,non,master,oui,3141,veuf,2.0,0.48,1600992000.0,,801.07,500.0,19.784691573169756
6084,19,oui,bac,non,1890,veuf,4.0,0.56,1704412800.0,,5000.0,500.0,29.445170571952435
6085,35,oui,doctorat,non,500,célibataire,,0.52,1712016000.0,790.0,5000.0,27120.060176442843,28.75654823497203
6086,42,non,doctorat,oui,739,,,0.84,1672617600.0,,10000.0,500.0,23.275407174154253
6087,25,oui,master,oui,2668,marié,5.0,0.47,1725840000.0,301.0,10000.0,500.0,22.521515444827877
6088,65,non,doctorat,non,1243,veuf,,0.27,1687305600.0,,10000.0,6296.732868970085,26.560999867561865
6089,39,non,aucun,non,500,célibataire,,0.7,1690588800.0,,,500.0,22.905616874968544
6090,18,oui,bac,non,2419,marié,1.0,0.04,1665446400.0,,5000.0,1394.9862081111244,28.213389547508644
6091,49,oui,bac,oui,1985,célibataire,,0.3,1641945600.0,,,500.0,20.497395338411085
6092,57,oui,doctorat,non,2723,célibataire,1.0,0.37,1631664000.0,,10000.0,21458.909621702354,20.88958513482555
6093,52,non,bac,oui,516,veuf,,0.69,1664409600.0,660.0,10000.0,500.0,18.814107328675487
6094,24,non,doctorat,oui,2341,,1.0,0.42,1638403200.0,,766.77,5535.017745958767,19.63381167094087
6095,20,non,bac,oui,2892,,0.0,0.93,1605571200.0,571.0,,500.0,22.523084404643907
6096,73,non,bac+2,non,3383,veuf,2.0,0.61,1633564800.0,,,8314.604080983006,23.77378392632561
6097,75,oui,bac+2,oui,1411,marié,1.0,0.13,1636416000.0,,,500.0,26.74807952153574
6098,23,oui,aucun,oui,2638,,3.0,0.27,1658102400.0,,5000.0,8318.878960133354,27.379881656804734
6099,68,oui,doctorat,oui,4689,divorcé,1.0,0.38,1731801600.0,,,37430.11287376728,22.18927943803905
6100,58,oui,master,oui,500,célibataire,3.0,0.41,1671408000.0,,5000.0,8493.181973690147,36.53726574166111
6101,74,non,doctorat,oui,1560,veuf,1.0,0.98,1690502400.0,,,500.0,23.526230394808003
6102,28,oui,bac,non,1944,,0.0,0.44,1717027200.0,,,15979.71244111592,21.62303670600878
6103,67,oui,bac,oui,3705,veuf,3.0,0.62,1701561600.0,,5000.0,6080.706830724672,18.033223458534167
6104,22,oui,aucun,oui,4845,,0.0,0.47,1634083200.0,502.0,,5546.818003593203,18.916217163993416
6105,65,non,bac+2,non,3632,,4.0,0.25,1671408000.0,782.0,103.56,14334.997419492363,20.740248762226784
6106,35,oui,bac+2,oui,2515,,1.0,0.86,1580860800.0,,793.76,12238.656136284624,29.25884757431245
6107,67,oui,bac+2,non,1839,,0.0,0.61,1656115200.0,477.0,5000.0,500.0,32.74734478860645
6108,62,non,master,non,3151,célibataire,,1.0,1625356800.0,776.0,5000.0,33643.9568060695,27.050887968949354
6109,70,non,aucun,non,1634,,0.0,0.77,1719100800.0,600.0,,500.0,26.435986159169556
6110,70,oui,doctorat,oui,3354,marié,,0.65,1650758400.0,576.0,,46137.50724129591,28.694980863204933
6111,25,non,aucun,oui,2605,,4.0,0.4,1679356800.0,,,500.0,27.511211157354637
6112,63,oui,master,non,1825,,,0.45,1601596800.0,382.0,1053.47,21656.029253395194,21.3519154863248
6113,63,non,doctorat,oui,500,célibataire,,0.21,1711756800.0,474.0,10000.0,500.0,23.053836996797614
6114,71,oui,bac,non,4640,,2.0,0.07,1643328000.0,778.0,5000.0,40383.20355457974,25.06335979949312
6115,30,non,aucun,oui,2835,veuf,,0.09,1728432000.0,,,500.0,37.89504732241702
6116,39,non,aucun,non,3148,divorcé,,0.91,1747353600.0,,,500.0,29.041514989447283
6117,38,non,bac+2,oui,897,,,0.44,1638576000.0,,1347.88,500.0,17.25212455756788
6118,24,non,master,oui,2196,marié,0.0,0.98,1697155200.0,480.0,10000.0,500.0,28.788105323723965
6119,71,oui,bac,oui,4536,divorcé,,0.95,1623283200.0,710.0,441.99,500.0,26.08975838719606
6120,61,non,bac+2,non,883,veuf,,0.65,1745971200.0,822.0,,500.0,16.393319572152375
6121,23,non,doctorat,oui,742,divorcé,,0.73,1591660800.0,815.0,,8119.872665030738,24.607791987187266
6122,56,non,bac+2,non,2289,divorcé,3.0,0.04,1702339200.0,600.0,1260.93,898.0166164025087,24.694775960421765
6123,47,oui,master,non,1754,divorcé,,0.72,1695081600.0,742.0,856.0,44411.956219011336,29.28887217617069
6124,29,non,bac+2,non,795,veuf,1.0,0.6,1601769600.0,,,500.0,32.00977457309454
6125,23,oui,bac,oui,2469,célibataire,2.0,0.09,1588636800.0,611.0,,16783.07273501787,26.900313858838558
6126,45,non,bac,non,3555,divorcé,,0.03,1721001600.0,439.0,10000.0,14425.68434167988,15.1180406514329
6127,18,oui,bac+2,oui,2856,,,0.44,1613088000.0,,,3075.071928379212,17.50767918831197
6128,39,oui,aucun,non,4581,divorcé,,0.73,1677888000.0,370.0,,500.0,34.80107432963578
6129,39,oui,doctorat,oui,500,marié,5.0,0.78,1714435200.0,509.0,10000.0,500.0,23.090993606964123
6130,72,non,bac,non,4389,divorcé,,0.89,1600041600.0,390.0,10000.0,17195.148900336688,31.384317406041333
6131,34,oui,master,non,1584,veuf,,0.82,1722643200.0,,,500.0,19.584473621049337
6132,53,oui,bac+2,oui,1820,veuf,,0.97,1625270400.0,564.0,937.45,500.0,22.476377549733627
6133,71,oui,doctorat,non,7358,divorcé,,0.2,1627257600.0,,5000.0,53519.056591526045,27.444623511472685
6134,29,non,bac+2,oui,3190,célibataire,,0.84,1731974400.0,,775.17,13682.593839360963,24.48386815517431
6135,38,oui,master,non,2544,divorcé,,0.54,1706572800.0,448.0,10000.0,15492.338709055746,28.099473013952114
6136,57,non,bac+2,non,2150,,4.0,0.26,1595289600.0,,5000.0,500.0,24.44944526881615
6137,39,oui,master,oui,2533,célibataire,,0.38,1670284800.0,,,3894.813820236605,33.47385461374671
6138,29,non,bac,non,5194,célibataire,0.0,0.7,1589500800.0,407.0,,500.0,22.16547388986812
6139,32,non,aucun,oui,3635,marié,,0.88,1649635200.0,,,500.0,27.17326922508798
6140,31,oui,master,oui,2666,,,0.56,1612051200.0,829.0,1139.25,500.0,15.202646262822011
6141,35,oui,doctorat,non,4512,marié,5.0,0.95,1683936000.0,,10000.0,41885.00299237881,20.207612456747405
6142,41,oui,doctorat,oui,2413,célibataire,0.0,0.01,1712275200.0,,,7113.001946502265,28.057525838049912
6143,32,oui,master,oui,500,divorcé,,0.3,1627862400.0,,,500.0,32.88294560094323
6144,56,non,bac+2,oui,1852,divorcé,1.0,0.55,1713571200.0,,5000.0,12081.596526161007,14.873514941147878
